Account: Micro Region,Account: Billing Country,Workload Progress,Primary Workload Pillar,Key Workload Products,Solutions,Account: Account Name,Account: Account Owner,Account: Product Area,Workload: Workload Name,Primary CE Technical Owner,Workload Gross Annual Recurring Revenue (converted),Implementation Lead,Partner,Workload End Date,PSF Investment,PSF Status,PSF Type,Opportunity,Tiene Gemini Enterprise en ell Workload,Tiene Gemini Enterprise en la Oportunidad?,Aparently is GE
Brazil DN,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,Infrastructure AI; Cloud AI - Vertex AI Solutions; Gemini AI,,CAIO PERONA TECNOLOGIA LTDA / Minuta.IA / jai.com.br,Lara Lopez,,MinutaIA - PT 50 GSU / 3 m,,"USD -200,000",Customer,,9/30/2026,go/psf-request,psf-request,,,FALSE,FALSE,
"MX FSI, Services & WR",Mexico,0-2: Tech Eval/Solution Dev,Build with AI,Gemini AI,,Mobility ADO,Marisol Escribá,,ADO- Desarrollo con AI,,"USD 200,000",Unknown,"Kyndryl Mexico, S. de R.L. de C.V.",8/2/2027,go/psf-request,psf-request,,ADO 2026,FALSE,FALSE,
MCO CORP SUR,Chile,4.1: Pre Ramp / Mobilize,Build with AI,,,Alimentos y Frutos S.A,Christian Cuadros,,Minuto verde IA,,"USD 51,000",Partner,Noventiq International Chile Spa,,"http://go/vector/0RJKf000000GvgAOAS - PARTNER: Noventiq Internati... | STATUS: Approved (2026-03-09) | AMT: 5,000 | TYPE: Migration (GenAI)",Approved,Migration (GenAI),Minuto Verde GCP,FALSE,FALSE,
Energy & Nat Res,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,Gemini AI,,ACELEN REFINARIA DE MATARIPE S/A,Enio Martins,,Gemini Enterprise,,"USD 150,000",Customer,,,go/psf-request,psf-request,,Acelen - Gemini Enterprise,TRUE,TRUE,Gemini enterprise
Scaled PS,Brazil,3:  Proposal / Negotiation,Build with AI,Gemini AI,,"UNESP - Universidade Estadual Paulista ""Júlio de Mesquita Filho""",Moacir Quadros,,#FSR UNESP - GEMINI ENTERPRISE (7K EDU PRO licenses x 3YRS) #BR,,"USD 80,481",Partner,IPNET SERVICOS EM NUVEM E DESENVOLVIMENTO DE SISTEMAS LTDA (fka METARJ SOLUCOES EM GEOTECNOLOGIA E DESENV DE SISTEMAS LTDA),,go/psf-request,psf-request,,#FSR UNESP - GEMINI ENTERPRISE (7K EDU PRO licenses x 3YRS) #BR,TRUE,TRUE,Gemini enterprise
BR CORP,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,,,"Leo Madeiras, Máquinas & Ferragens S/A.",Felipe Pilon,,Leo Madeiras - Vertex AI,,"USD 100,000",Partner,,,go/psf-request,psf-request,,"Leo Madeiras, Máquinas & Ferragens S/A. #GCP #VERTEXAI",FALSE,FALSE,
MCO CORP CCA,Dominican Republic,4.1: Pre Ramp / Mobilize,Build with AI,Gemini AI,,Grupo Ramos,Diana Cuevas Jurney,,Gemini Enterprise Ggrupo Ramos 116,Israel Castillo,"USD 41,720",Customer,,,go/psf-request,psf-request,,Gemini enterprise Grupo Ramos,TRUE,TRUE,Gemini enterprise
BR CORP,Brazil,3:  Proposal / Negotiation,Build with AI,Gemini AI,,NEWE SEGUROS SA,Daniela Benevides,,Newe | Gemini Enterprise,,"USD 22,386",Partner,CLOUD ACE LTDA.,,go/psf-request,psf-request,,Newe Seguros | Gemini Enterprise,TRUE,TRUE,Gemini enterprise
MCO PS,Colombia,0-2: Tech Eval/Solution Dev,Build with AI,,,Alcaldía de Medellín,Santiago Moreno,,WL_Medellin_Movilidad_CentroControl,Magda Martinez,"USD 100,000",Partner,,,go/psf-request,psf-request,,Medellin_Movilidad_CentroControl,FALSE,FALSE,
BR CORP,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,Gemini AI,,BRASIL TECPAR SERVICOS DE TELECOMUNICACOES S.A,Daniel Prudencio,,[BRASILTECPAR] #Gemini Enterprise Plus | 3000 seats (Big Bet),,"USD 824,000",Partner,SAUTER TECNOLOGIA E SERVICOS LTDA,,go/psf-request,psf-request,,[Brasil Tecpar] #Gemini Enterprise (Big Bet),TRUE,TRUE,Gemini enterprise
MX AMX,Mexico,3:  Proposal / Negotiation,Build with AI,,,"HITSS SOLUTIONS, S.A. DE C.V.",Luz Elena Diaz,,Global Hitts - Vertex AI Search - #Gemini Enterprise,,"USD 27,000",Unknown,,,go/psf-request,psf-request,,Global Hitts - Vertex AI Search - #Gemini Enterprise,TRUE,TRUE,Gemini enterprise
MX Multi-industry & Monterrey,Mexico,0-2: Tech Eval/Solution Dev,Build with AI,,,Office DEPOT México,Edgar Castillo,,Office Depot- Vertex AI Model Garden - #GenMedia,Yerish Alejandro Blancarte,"USD 10,000",Unknown,,,go/psf-request,psf-request,,Office Depot- Vertex AI Model Garden - #GenMedia,FALSE,FALSE,
MCO CORP CCA,Peru,0-2: Tech Eval/Solution Dev,,,,Grupo Sandoval,Arianne Mahuad,,Dinet | BQ Migración Logs,,"USD 50,000",Unknown,,,go/psf-request,psf-request,,Dinet | BQ Migración Logs,FALSE,FALSE,
MCO CORP CCA,Peru,0-2: Tech Eval/Solution Dev,,,,La Protectora Corredores de Seguros S.A.,Arianne Mahuad,,Santa Elena | Data Analytics Galpones,,"USD 100,000",Unknown,,,go/psf-request,psf-request,,Santa Elena | Data Analytics Galpones,FALSE,FALSE,
MCO CORP CCA,Peru,0-2: Tech Eval/Solution Dev,,,,Guinea Mobile S.A.C.,Arianne Mahuad,,Guinea Mobile | Analytics,,"USD 30,000",Unknown,,,go/psf-request,psf-request,,Guinea Mobile | Analytics,FALSE,FALSE,
MX DN,Mexico,0-2: Tech Eval/Solution Dev,,,,Plata Card,Nahum Novia,,Plata Gemini Enterprise,,"USD 250,000",PSO,,,go/psf-request,psf-request,,,TRUE,FALSE,Gemini enterprise
MX Large Accounts,Mexico,0-2: Tech Eval/Solution Dev,Build with AI,Infrastructure AI; Gemini AI,,Grupo Profuturo S.A.B. de C.V.,Eyleen Vasquez,,[GECX] Grupo Profuturo S.A.B. - CEX - Agentes,Miguel Reyes,"USD 500,000",Customer,,,go/psf-request,psf-request,,Grupo Profuturo S.A.B. - CEX - Agentes,FALSE,FALSE,
IN - Corp Trad,Aruba,0-2: Tech Eval/Solution Dev,,,,NEW INDIA ASSURANCE REPRESENTATIVE N.V.,Hari Krishnan,,KPMG NIA Doc AI,,"USD 416,000",Unknown,,,go/psf-request,psf-request,,NIA RFP - KPMG,FALSE,FALSE,
Brazil DN,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,Gemini AI,,Curupira S/A,Thiago Lima,,Blip - Gemini Enterprise,Alexandre de Oliveira,"USD 350,000",Customer,,,go/psf-request,psf-request,,Blip | Gemini Enterprise,TRUE,TRUE,Gemini enterprise
Chile,Chile,0-2: Tech Eval/Solution Dev,,,,Claro Chile S.A.,Mauricio Cerón Palacios,,Claro CCIA,Gabriel Gomez,"USD 20,000",Unknown,,,go/psf-request,psf-request,,Claro Chile - Contact Center Platform,FALSE,FALSE,
Large Accounts,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,Cloud AI - Vertex AI Platform,,Nu Pagamentos S/A - INSTITUICAO DE PAGAMENTO,Carol Barnabé Maio,,Nubank Agentic AI Platform,,"USD 8,000,000",Customer,,,go/psf-request,psf-request,,,FALSE,FALSE,
Chile,Chile,0-2: Tech Eval/Solution Dev,,,,SK CONVERGE S.A.,Marité Rodriguez,,SK Migration from Azure to GCP,Gabriel Gomez,"USD 130,000",Partner,,,go/psf-request,psf-request,,SK Converge - Compute Engine,FALSE,FALSE,
Energy & Nat Res,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,Cloud AI - Vertex AI Platform; Cloud AI - Vertex AI Model Garden; Cloud AI - Vertex AI Search; Gemini AI,,Equatorial Energia S/A,Guilherme Piccin,,EQTL | SnowFlake after migration | VertexAI,Marcus Santos,"USD 36,144",Partner,,,go/psf-request,psf-request,,EQTL | SnowFlake Migration + SAP BDC + BQ,FALSE,FALSE,
Brazil DN,Brazil,0-2: Tech Eval/Solution Dev,,,,Madeiramadeira Comércio Eletrônico S / A,Danae Cassis,,[MadeiraMadeira] Gemini Enterprise,Sabrina Guerra,,Unknown,,,go/psf-request,psf-request,,MadeiraMadeira | Gemini Enterprise,TRUE,TRUE,Gemini enterprise
Multi Industry,Brazil,3:  Proposal / Negotiation,Build with AI,Gemini AI,,Certisign Certificadora Digital S/A,Mariane Camponogara,,Gemini Enterprise,Fernanda Franco,"USD 1,310",Customer,,,go/psf-request,psf-request,,Certisign - Gemini Enterprise,TRUE,TRUE,Gemini enterprise
Retail & CPG,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,Cloud AI - Vertex AI Search,,Magazine Luiza S/A,Cadu Santini,,[Magalu] Retail Search reborn,Kauy Souza,"USD 7,800,000",Customer,,12/25/2026,go/psf-request,psf-request,,[Magalu] Retail Search reborn,FALSE,FALSE,
Retail & CPG,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,Cloud AI - Vertex AI Solutions,,Magazine Luiza S/A,Cadu Santini,,[Magalu] Gemini Enterprise Land & Expand,Kauy Souza,"USD 3,055,741",Customer,,12/18/2026,go/psf-request,psf-request,,[Magalu] Gemini Enterprise Land & Expand,TRUE,TRUE,Gemini enterprise
FSI,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,Cloud AI - Vertex AI Model Garden,,BS2 TECNOLOGIA LTDA,Renata Taglianetti,,BS2_CaseFirmasePoderes,Gustavo Rozatti,"USD 60,000",Partner,,,go/psf-request,psf-request,,BS2_CaseFirmasePoderes,FALSE,FALSE,
Brazil DN,Brazil,0-2: Tech Eval/Solution Dev,,Infrastructure AI,,InvestPlay,Suzan Soares,,AI Infra for PicPay,Daniel Amadei,"USD 1,000",Customer,,,go/psf-request,psf-request,,,FALSE,FALSE,
BR CORP,Brazil,0-2: Tech Eval/Solution Dev,,Gemini AI,,E-Xyon Tecnologia e Informacao Ltda,Daniela Benevides,,E-xyon - Chrome Enterprise,,"USD 20,000",Partner,,,go/psf-request,psf-request,,E-XYON #CHROME ENTERPRISE #GCP #OUT,TRUE,TRUE,Gemini enterprise
Energy & Nat Res,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,,,Companhia Ultragaz S/A,Hilton Mello,,[Ultragaz] AI Visão computacional,Tassya Ventura Frigiéri,"USD 85,000",Customer,,,go/psf-request,psf-request,,[Ultragaz] AI Visão computacional,FALSE,FALSE,
FSI,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,Cloud AI - Vertex AI Platform,,BS2 TECNOLOGIA LTDA,Renata Taglianetti,,BS2_JornadadeCreditoPJ_Alecsandro,Marcelo Francisco de Souza,"USD 130,000",Partner,,,go/psf-request,psf-request,,BS2_JornadadeCreditoPJ_Alecsandro,FALSE,FALSE,
MCO PS,Argentina,4.2: Ramping / Deliver,Build with AI,Cloud AI - Vertex AI Platform; Databases,,GOBIERNO DE LA PROVINCIA DE RIO NEGRO,Emiliano D'Ambrosio,,WKL - Rio Negro - Triage Emergencias,Hernan Conosciuto,"USD 80,000",Partner,TD SYNNEX Argentina S.L.R.,3/1/2027,go/psf-request,psf-request,,Rio Negro - Triage Emergencias,FALSE,FALSE,
North 1,United States,0-2: Tech Eval/Solution Dev,Build with AI,Gemini AI,,Roivant Sciences,Keith Butler,,Immunovant Gemini Enterprise,,"USD 300,000",Partner,,,go/psf-request,psf-request,,Covant/Immunovant AI,TRUE,FALSE,Gemini enterprise
North 1,United States,0-2: Tech Eval/Solution Dev,Build with AI,Cloud AI - Vertex AI Platform,,Roivant Sciences,Keith Butler,,Covant Clinical Operations,,"USD 200,000",Partner,,,go/psf-request,psf-request,,Covant/Immunovant AI,FALSE,FALSE,
FSI,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,,,ABC Brasil,Julia Marques Burlamaqui,,ABC - Gemini Enterprise,,"USD 72,000",Unknown,,,go/psf-request,psf-request,,ABC - Gemini Enterprise,TRUE,TRUE,Gemini enterprise
"MX FSI, Services & WR",Mexico,3:  Proposal / Negotiation,Build with AI,Gemini AI,,"Servicios Electrónicos Globales, S.A. de C.V.",Angélica Moya,,eGlobal - Fraud Prevention $300K USD,,"USD 300,000",Unknown,,,go/psf-request,psf-request,,eGlobal - Fraud Prevention,FALSE,FALSE,
Retail & CPG,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,Cloud AI - Vertex AI Search,,Magazine Luiza S/A,Cadu Santini,,[Magalu] Recommendation AI Prediction WL,Kauy Souza,"USD 1,600,000",Customer,,12/18/2026,go/psf-request,psf-request,,[Magalu] Recommendation AI Prediction,FALSE,FALSE,
FSI,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,Cloud AI - Vertex AI Platform; Gemini AI,,Banco Mercantil do Brasil S/A,Soraya Lima Thorsjö,,Touchless app,Douglas Augusto,"USD 200,000",Unknown,,,go/psf-request,psf-request,,Touchless app,FALSE,FALSE,
FSI,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,,,Banco Mercantil do Brasil S/A,Soraya Lima Thorsjö,,Veo Marketing - mercantil,Douglas Augusto,"USD 12,000",Unknown,,,go/psf-request,psf-request,,Veo Marketing,FALSE,FALSE,
IN - Corp Trad,Aruba,0-2: Tech Eval/Solution Dev,Build with AI,,,NEW INDIA ASSURANCE REPRESENTATIVE N.V.,Hari Krishnan,,New India Assurance - Gemini Enterprise,,"USD 1,530,000",Unknown,,,go/psf-request,psf-request,,New India Assurance - Gemini Enterprise + GWS #FY26_AWT_Renewal,TRUE,TRUE,Gemini enterprise
Retail & CPG,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,Gemini AI,,CIA LATINO AMERICANA DE MEDICAMENTOS,Carol Hudson,,Clamed_Gemini,,"USD 80,000",Partner,,1/13/2027,go/psf-request,psf-request,,Clamed - Gemini Enteprise,FALSE,FALSE,
Retail & CPG,Brazil,0-2: Tech Eval/Solution Dev,,Cloud AI - Vertex AI Platform,,CIA LATINO AMERICANA DE MEDICAMENTOS,Carol Hudson,,Clamed_GenAI_Agentes,,,Partner,,,go/psf-request,psf-request,,Clamed - Vertex #OUT #IA,FALSE,FALSE,
Retail & CPG,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,,,Grupo Panvel,Carol Hudson,,Panvel_OpenAImigration,,"USD 20,000",Unknown,,,go/psf-request,psf-request,,Panvel - IA Generativa #OUT,FALSE,FALSE,
BR CORP,Brazil,0-2: Tech Eval/Solution Dev,,Gemini AI,,Banco Rendimento,Daniela Benevides,,BANCO RENDIMENTO #CEP,,"USD 133,000",Partner,IPNET SERVICOS EM NUVEM E DESENVOLVIMENTO DE SISTEMAS LTDA (fka METARJ SOLUCOES EM GEOTECNOLOGIA E DESENV DE SISTEMAS LTDA),,go/psf-request,psf-request,,BANCO RENDIMENTO #CHROME ENTERPRISE PREMIUM #GCP #OUT,FALSE,TRUE,Gemini enterprise
Retail & CPG,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,Cloud AI - Vertex AI Search; Gemini AI,,Lojas Riachuelo S/A,Welington Comin,,Riachuelo - Gemini Enterprise,,"USD 600,000",Customer,,,go/psf-request,psf-request,,Riachuelo - Gemini Enterprise,TRUE,TRUE,Gemini enterprise
Retail & CPG,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,,,Tramontina Central de Administração Ltda,Welington Comin,,Tramontina - Gemini Enterprise,,"USD 400,000",Partner,SANTODIGITAL DISTRIBUICAO E CONSULTORIA EM INFORMATICA LTDA,,go/psf-request,psf-request,,Tramotina - Gemini Enterprise Delta,TRUE,TRUE,Gemini enterprise
FSI,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,,,PicPay Instituicao de Pagamento S/A,Luiz Rocha,,"PicPay - Gemini Enterprise 4,000 Ramped #AWT Strategy Pre-Renew GWS",,"USD 1,428,000",Partner,VPN Soluçoes em TI LTDA,,go/psf-request,psf-request,,PicPay - AWT - Gemini Enterprise #FY26_AWT_Renewal,TRUE,TRUE,Gemini enterprise
FSI,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,,,Banco BTG Pactual S/A,Luiz Rocha,,BTG Pactual - Gemini Enterprise Esteiras Otimizacoes (Front/Back Office),,"USD 1,392,300",Partner,GFT Brasil Consultoria Informática Ltda,,go/psf-request,psf-request,,BTG Pactual - Gemini Enterprise Esteiras de Otimizacoes (Front/Back office)  #OUT #IA,TRUE,TRUE,Gemini enterprise
Retail & CPG,Brazil,3:  Proposal / Negotiation,Build with AI,Gemini AI,,LOJAS RENNER S/A,Danilo Matos,,Renner - Fashion Assitant,Rafael Lombardi,"USD 250,000",Partner,Bain Brasil Ltda,,go/psf-request,psf-request,,Renner #Commit Virtual Try On+Fas Ass+BQ,FALSE,FALSE,
Retail & CPG,Brazil,4.2: Ramping / Deliver,Build with AI,Cloud AI - Vertex AI Search,,Grupo Casas Bahia S.A.,Danilo Matos,,CB - Recomendação novas vitrines,,"USD 100,000",Customer,,,go/psf-request,psf-request,,GRUPO CASAS BAHIA S.A./$80M TCV/5 Yr,FALSE,FALSE,
MCO CORP NORTE,Ecuador,0-2: Tech Eval/Solution Dev,,Cloud AI - Vertex AI Platform,,SERVIENTREGA ECUADOR S. A,Alexandra Rodríguez,,"Servientrega Ecuador S.A. Data Analytic, Bigquery",,"USD 36,000",Unknown,,7/31/2026,go/psf-request,psf-request,,"Servientrega Ecuador S.A. Data Analytic, Bigquery + Geminai Enterprise",FALSE,TRUE,Gemini enterprise
MCO CORP NORTE,Colombia,0-2: Tech Eval/Solution Dev,,,,GUANE ENTERPRISES S A S,Santiago Guerrero,,Gemini Enterprise 50 Usuarios,,"USD 15,000",Customer,,,go/psf-request,psf-request,,Gemini Enterprise Guane,TRUE,TRUE,Gemini enterprise
MCO CORP NORTE,Colombia,0-2: Tech Eval/Solution Dev,,Gemini AI,,hermeco.com,Santiago Guerrero,,Gemini Enterprise Hermeco,,"USD 60,000",Unknown,,,go/psf-request,psf-request,,Gemini Enterprise 400 Seats,TRUE,TRUE,Gemini enterprise
MCO CORP NORTE,Colombia,0-2: Tech Eval/Solution Dev,,Gemini AI,,CUEROS VELEZ SAS,Santiago Guerrero,,Gemini Enterprise 2000 Seats,,"USD 360,000",Unknown,,,go/psf-request,psf-request,,Gemini Enterprise 2000 Seats,TRUE,TRUE,Gemini enterprise
MEXICO & PECS PS,Mexico,0-2: Tech Eval/Solution Dev,Build with AI,Cloud AI - Vertex AI Platform,,SECRETARIA DE SALUD JALISCO,Esaú Acevedo,,OPD Salud Jalisco 1MUSD,Pedro Gutiérrez,"USD 1,000,000",Partner,,,go/psf-request,psf-request,,OPD Salud Jalisco Telemedicina GCP | 1 MUSD  TCV | 1YR,FALSE,FALSE,
EM (PE/EC),Peru,0-2: Tech Eval/Solution Dev,,Gemini AI,,FERREYROS S A,Daniela Ramirez-Gaston Vizcarra,,Ferreyros - Gemini Enterprise,Jonathan Karl Burmester,"USD 60,000",Customer,,,go/psf-request,psf-request,,,TRUE,FALSE,Gemini enterprise
EM (PE/EC),Peru,0-2: Tech Eval/Solution Dev,Build with AI,Gemini AI,,Alicorp S.A.A.,Daniela Ramirez-Gaston Vizcarra,,Alicorp - Gemini Enterprise,Jonathan Karl Burmester,"USD 36,000",Customer,,,go/psf-request,psf-request,,,TRUE,FALSE,Gemini enterprise
FSI,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,,,BANCO INTER S/A,Luiz Rocha,,"Inter - Gemini Enterprise 4,000 Ramped #AWT Strategy (Focus on Gemini Enterpr)",,"USD 1,183,200",Partner,,,go/psf-request,psf-request,,"Inter - Gemini Enterprise 4,000 Ramped #AWT Strategy (Track for GE ; will merge with GWS in Q3)",TRUE,TRUE,Gemini enterprise
MCO CORP NORTE,Ecuador,3:  Proposal / Negotiation,Build with AI,Gemini AI,,SERVIENTREGA ECUADOR S. A,Alexandra Rodríguez,,"Servientrega Ec, Gemini Enterprise",,"USD 84,000",Unknown,,,go/psf-request,psf-request,,"Servientrega Ecuador S.A. Data Analytic, Bigquery + Geminai Enterprise",TRUE,TRUE,Gemini enterprise
EM (PE/EC),Peru,0-2: Tech Eval/Solution Dev,Build with AI,Gemini AI,,Banco de Crédito del Perú,Daniela Ramirez-Gaston Vizcarra,,BCP - Gen Media,Jonathan Karl Burmester,"USD 60,000",Unknown,,,go/psf-request,psf-request,,,FALSE,FALSE,
EM (PE/EC),Peru,0-2: Tech Eval/Solution Dev,,,,Banco de Crédito del Perú,Daniela Ramirez-Gaston Vizcarra,,BCP - Firebase,Jonathan Karl Burmester,"USD 18,000",Unknown,,,go/psf-request,psf-request,,,FALSE,FALSE,
Brazil DN,Brazil,3:  Proposal / Negotiation,Build with AI,,,TECPET - HERBERT STANLEY FINGER,Vito Colognori Ialongo,,Compute 120k,,"USD 120,000",Unknown,,,go/psf-request,psf-request,,Commit #Q1 #TecPet,FALSE,FALSE,
Chile,Chile,0-2: Tech Eval/Solution Dev,Build with AI,,,Sky Airline S.A.,Victoria Vecchio,,[SKY] - Gemini Enterprise,Luis Gerardo Baeza,"USD 50,000",Unknown,,,go/psf-request,psf-request,,Sky - Democratizacion Consumo,TRUE,FALSE,Gemini enterprise
MCO CORP NORTE,Ecuador,0-2: Tech Eval/Solution Dev,,Infrastructure AI,,Urbano Express Ecuador,Alexandra Rodríguez,,"Urbano Express, Compute Egine",,,Unknown,,,go/psf-request,psf-request,,Urbano Express Google Cloud Platform,FALSE,FALSE,
Brazil DN,Brazil,4.2: Ramping / Deliver,Build with AI,Cloud AI - Vertex AI Model Garden,,LOFT BRASIL TECNOLOGIA LTDA,Danae Cassis,,[Loft] GenAI for Image Analysis and Video Creation,João Garrido,"USD 30,000",Customer,,7/30/2026,go/psf-request,psf-request,,[Loft] GenAI for Image and Video Creation,FALSE,FALSE,
MCO PS,Colombia,0-2: Tech Eval/Solution Dev,Build with AI,,,MINISTERIO DE VIVIENDA CIUDAD Y TERRITORIO,Santiago Moreno,,WL_GE_Vivienda_ConsolidaciónAutomatica,,,Partner,,,go/psf-request,psf-request,,GE_Vivienda_ConsolidaciónAutomatica,FALSE,FALSE,
BR CORP,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,,,Solar Coca Cola,Roberta Coelho,,SolarBR_Data2AI,,"USD 80,000",Partner,SOFTWAREONE COMERCIO E SERVICOS DE INFORMATICA LTDA,,go/psf-request,psf-request,,SolarBR_Jornada Data2AI,FALSE,FALSE,
BR CORP,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,,,Sucocítrico Cutrale Ltda,Sarah Tobias,,Cutrale - IA para analise de campo,,"USD 20,000",Unknown,,,go/psf-request,psf-request,,Cutrale - IA para Analise de campo,FALSE,FALSE,
BR CORP,Brazil,0-2: Tech Eval/Solution Dev,,,,Lazarim & Travaglia Ltda,Vanessa Moyses,,Gem Ent Lazarim,,"USD 35,000",Partner,Qinetwork Solucoes Tecnologicas Ltda. ME.,,go/psf-request,psf-request,,Lazarim & Travaglia Ltda #GemEnt,FALSE,FALSE,
Energy & Nat Res,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,Cloud AI - Vertex AI Platform; Cloud AI - Vertex AI Model Garden; Cloud AI - Vertex AI Conversation; Cloud AI - Vertex AI Solutions; Databases,,Equatorial Energia S/A,Guilherme Piccin,,EQTL | Agentes de Atendimento,Marcus Santos,"USD 1,334,408",Partner,ACCENTURE DO BRASIL LTDA,,go/psf-request,psf-request,,EQTL | Agentes de Atendimento (Accenture),FALSE,FALSE,
BR CORP,Brazil,0-2: Tech Eval/Solution Dev,,,,Construtora Tenda S/A.,Vanessa Moyses,,Inteligencia Terrenos_Tenda,,"USD 40,000",Partner,MADEINWEB S/A,,go/psf-request,psf-request,,Inteligencia Terrenos_Tenda,FALSE,FALSE,
BR CORP,Brazil,3:  Proposal / Negotiation,,,,Alper Seguros,Vanessa Moyses,,ALPER SEGUROS #Chrome Enterprise,,"USD 30,000",Partner,,,go/psf-request,psf-request,,ALPER SEGUROS #CEP #GCP #OUT,TRUE,FALSE,Gemini enterprise
BR CORP,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,Gemini AI,,Tegma Gestão Logística S/A,Sarah Tobias,,Tegma - Automação de leitura de dados,Nathaly Augusto de Azevedo,"USD 49,000",Partner,MADEINWEB S/A,,"http://go/vector/0RJKf00000004jwOAA - PARTNER: MADEINWEB S/A | STATUS: Approved (2026-03-13) | AMT: 2,431 | TYPE: POC/Pilot (GenAI)",Approved,POC/Pilot (GenAI),Tegma - Extração de Dados e automação CTe - NF,FALSE,FALSE,
Energy & Nat Res,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,,,Suzano Papel e Celulose S.A.,Lisangela Calonico,,Suzano - Assistente de Campo,Bruno Patrocinio,"USD 50,000",Partner,GEOAMBIENTE SENSORIAMENTO REMOTO LTDA,,go/psf-request,psf-request,,[Suzano] Recommit  #GSI2,FALSE,FALSE,
Energy & Nat Res,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,,,Suzano Papel e Celulose S.A.,Lisangela Calonico,,Suzano - Projeto NEO,,"USD 50,000",Unknown,,,go/psf-request,psf-request,,[Suzano] Recommit  #GSI2,FALSE,FALSE,
Energy & Nat Res,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,,,Suzano Papel e Celulose S.A.,Lisangela Calonico,,Suzano - Projeto Genomica,,"USD 150,000",Unknown,,,go/psf-request,psf-request,,[Suzano] Recommit  #GSI2,FALSE,FALSE,
Energy & Nat Res,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,,,Suzano Papel e Celulose S.A.,Lisangela Calonico,,Suzano - Projeto Ambientomica,,"USD 150,000",Unknown,,,go/psf-request,psf-request,,[Suzano] Recommit  #GSI2,FALSE,FALSE,
Brazil PS,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,Cloud AI - Vertex AI Platform; Gemini AI,,Secretaria de Meio Ambiente e Desenvolvimento Sustentável de Goiás - SEMAD GO,Rodrigo Fernandes,,Licenciamento Ambiental,Alex Vidotto,"USD 400,000",Partner,XERTICA BRASIL LTDA,,go/psf-request,psf-request,,SEMAD-GO - Build AI - Licenciamento Ambiental,FALSE,FALSE,
Brazil PS,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,Cloud AI - Vertex AI Platform,,Tribunal de Justiça do Mato Grosso - TJMT,Rodrigo Fernandes,,New Lexia,,"USD 130,000",Partner,XERTICA BRASIL LTDA,,go/psf-request,psf-request,,TJMT - Solução de IA - NEW LEXIA #M25 #Sprint3,FALSE,FALSE,
EDU PS,Brazil,0-2: Tech Eval/Solution Dev,Build with AI,Cloud AI - Vertex AI Search,,YDUQS S.A,Sandra Sagara,,YDUQS| GE for Students,,,Partner,,,go/psf-request,psf-request,,YDUQS | 800k Agentspace for students,TRUE,FALSE,Gemini enterprise
